title,rate
hit capacity,1
new_zealand,1
expert says,1
covid 19,0
coronavirus cases,1
19 cases,1
19 pandemic,1
coronavirus pandemic,1
coronavirus covid19,0
covid19 coronavirus,0
new cases,1
new coronavirus,1
wear_mask,1
positive covid,0
covid19 cases,0
tested positive,1
covid19 pandemic,0
death_rate,1
nuevos casos,1
social_distancing,1
new york,1
due covid,0
new covid,0
united_states,1
casos covid,0
public_health,1
inside_heart,1
donald_trump,1
casos coronavirus,1
jair_bolsonaro,1
positive coronavirus,1
back_school,1
due coronavirus,1
tests positive,1
coronavirus outbreak,1
go_back,1
19 deaths,1
19 testing,1
bbc_news,1
scream_inside,1
19 patients,1
via_youtube,1
coronavirus covid,0
open_schools,1
july 2020,1
wear_masks,1
task_force,1
gon_na,1
coronavirus deaths,1
19 crisis,1
news coronavirus,1
death_toll,1
amid coronavirus,1
19 vaccine,1
spread covid,0
cases covid,0
due covid19,0
000 000,1
kanye_west,1
confirmed cases,1
stay_home,1
60 000,1
24_horas,1
corona virus,1
wearing_mask,1
white_house,1
casos_confirmados,1
19 outbreak,1
da covid,0
single_day,1
amid covid,0
19 death,1
19 test,1
realdonaldtrump_cdcgov,1
19 via,1
test positive,1
world health,1
coronavirus vaccine,1
long_term,1
24_hours,1
airborne_transmission,1
reopen_schools,1
coronavirus crisis,1
000 new,1
please_scream,1
dr_fauci,1
wearing_masks,1
spread coronavirus,1
schools_open,1
brain_damage,1
casos positivos,1
many_people,1
live_updates,1
gt_gt,1
novel coronavirus,1
brain_disorders,1
schools_reopen,1
cases coronavirus,1
president trump,1
pandemia coronavirus,1
19 surge,1
serious_brain,1
positivo covid,0
year_old,1
people_dying,1
million coronavirus,1
new_normal,1
second_wave,1
face_masks,1
positive cases,1
stay_safe,1
trump rally,1
19 di,1
trump_administration,1
every_day,1
sars_cov,1
coronavirus infections,1
pandemia covid,0
spread covid19,0
coronavirus symptoms,1
ultimas_24,1
herd_immunity,1
coronavirus via,1
people mild,1
coronavirus lockdown,1
nursing_homes,1
million cases,1
us surpasses,1
10 000,1
pandemic covid19,0
coronavirus live,1
young_people,1
around_world,1
coronavirus task,1
sign_petition,1
getting tested,1
mental_health,1
ivy league,1
disorders people,1
rishi_sunak,1
active cases,1
mild coronavirus,1
08 07,1
health care,1
get tested,1
warning_serious,1
coronavirus surge,1
looks_like,1
pandemia covid19,0
19 response,1
impact covid,0
coronavirus spread,1
health_organization,1
total_number,1
york_times,1
19 tests,1
health_officials,1
positive covid19,0
handling covid,0
new covid19,0
contact_tracing,1
post covid,0
face_mask,1
07 2020,1
covid cases,0
sees covid,0
130_000,1
casos covid19,0
fight covid,0
evidence_emerging,1
total covid,0
new deaths,1
june rally,1
trump coronavirus,1
coronavirus airborne,1
cases reported,1
trump june,1
surge wake,1
get covid,0
screaming inside,1
health official,1
boris_johnson,1
people died,1
mortality_rate,1
covid19 deaths,0
wake trump,1
com covid,0
covid19 crisis,0
died covid,0
positivo coronavirus,1
tulsa sees,1
health_department,1
fake_news,1
cases covid19,0
via_nytimes,1
covid19 patients,0
make_sure,1
million people,1
one_day,1
help_us,1
wash_hands,1
care_homes,1
coronavirus death,1
three million,1
19 virus,1
19 coronavirus,1
brazil president,1
emerging_airborne,1
total cases,1
us coronavirus,1
coronavirus update,1
join_us,1
stop getting,1
reopening_schools,1
kids_back,1
19 lockdown,1
in_person,1
emerging evidence,1
opening_schools,1
petition via,1
pandemi covid,0
last_24,1
back_work,1
coronavirus response,1
per_day,1
ministerio_salud,1
response covid,0
fatality_rate,1
cases rise,1
000 total,1
19 update,1
number coronavirus,1
covid19 covid19,0
airborne spread,1
confirmed covid,0
julio_2020,1
covid19 corona,0
corona covid19,0
likely_contributed,1
post covid19,0
tested covid,0
source coronavirus,1
19 positive,1
president jair,1
get_sick,1
cases deaths,1
surpasses 000,1
prime_minister,1
cases surge,1
casos nuevos,1
rally likely,1
000 deaths,1
contagios coronavirus,1
send_kids,1
first_time,1
fight covid19,0
american_people,1
across_country,1
confirmed coronavirus,1
test_results,1
evidence airborne,1
coronavirus testing,1
000 people,1
contagios covid,0
100_000,1
coronavirus relief,1
global_pandemic,1
good_news,1
small_businesses,1
19 amp,1
coronavirus patients,1
demuestre contrario,1
nursing_home,1
last_week,1
coronavirus argentina,1
cases reports,1
south_africa,1
19 spread,1
testing positive,1
months_ago,1
du covid,0
reports nbc,1
major source,1
people die,1
whitehouse_realdonaldtrump,1
millones casos,1
dio_positivo,1
per million,1
19 situation,1
du coronavirus,1
johns_hopkins,1
healthcare_workers,1
get coronavirus,1
million covid,0
19 em,1
go_away,1
wan_na,1
coronavirus need,1
19 relief,1
look_like,1
save_lives,1
common_sense,1
business usual,1
re_open,1
transmission coronavirus,1
health amp,1
fight coronavirus,1
mike_pence,1
airborne coronavirus,1
death_rates,1
covid19 amp,0
scientists_warn,1
coronavirus tests,1
bolsonaro tests,1
19 impact,1
dying home,1
wave coronavirus,1
number cases,1
two_weeks,1
lives_matter,1
false narrative,1
via_gatewaypundit,1
ee_uu,1
icu_beds,1
government handling,1
19 infections,1
good place,1
would_like,1
coronavirus updates,1
china virus,1
stop_spread,1
put us,1
need_know,1
covid19 lockdown,0
melaksanakan himbauan,1
social_distance,1
fox_news,1
cases per,1
via_ukchange,1
back business,1
high_risk,1
federal_government,1
covid19 covid19,0
public_inquiry,1
000 cases,1
need put,1
us covid,0
brazilian_president,1
kids_school,1
covid19 sarscov2,0
us better,1
county health,1
coronavirus test,1
social_media,1
impact covid19,0
coronavirus surges,1
covid19 sign,0
coronavirus corona,1
cualquier resfrio,1
please_help,1
number covid,0
sounds_like,1
get back,1
cautionary_tale,1
in_the,1
nuevo coronavirus,1
covid19 covid,0
died coronavirus,1
tom_hanks,1
hold_public,1
international_students,1
new post,1
000 americans,1
loved_ones,1
50 000,1
fauci_warns,1
inquiry_government,1
unemployed coronavirus,1
surge coronavirus,1
better path,1
made unemployed,1
time greenrecovery,1
path rishisunak,1
rishisunak time,1
sake climate,1
total deaths,1
fall_sports,1
trump wants,1
usual sake,1
climate made,1
response covid19,0
take_care,1
infected covid,0
india_mitega,1
slow_spread,1
mitega_india,1
died covid19,0
become world,1
19 case,1
cases day,1
face_coverings,1
abc_news,1
brazil_bolsonaro,1
coronavirus disease,1
wave covid,0
since_march,1
hong_kong,1
000 dead,1
kill coronavirus,1
brooks brothers,1
get covid19,0
sweden_become,1
going_back,1
seems_like,1
crisis covid19,0
black_lives,1
prevent_spread,1
mil casos,1
small_business,1
cases us,1
of_the,1
spread virus,1
common_cold,1
world_cautionary,1
coronavirus covid 19,0
school_reopening,1
feel_like,1
potential wave,1
new death,1
28_days,1
get infected,1
positif covid,0
public schools,1
coronavirus trump,1
final_year,1
test covid,0
trump campaign,1
people get,1
breaking_news,1
positivos covid,0
economic_recovery,1
covid19 testing,0
coronavirus demuestre,1
cases top,1
kepada_masyarakat,1
covid19 positive,0
covid19 coronavirus,0
president bolsonaro,1
worst_hit,1
casos_activos,1
watch_live,1
florida_texas,1
well_done,1
infected coronavirus,1
post coronavirus,1
funding schools,1
next_year,1
yet_another,1
president_donald,1
reopening guidelines,1
tulsa health,1
cases today,1
new_zealand,1
bill_gates,1
tell_us,1
pacientes covid,0
india 3rd,1
covid19 virus,0
tested coronavirus,1
19 infection,1
got_ta,1
qu_il,1
coronavirus india,1
wear_face,1
lack_leadership,1
deaths reported,1
19 related,1
covid coronavirus,0
care home,1
hit million,1
keep_safe,1
health safety,1
campaign_rally,1
000 covid,0
even_though,1
realdonaldtrump_washtimes,1
people like,1
19 fears,1
covid19 test,0
2020 07,1
family_members,1
state lawmaker,1
14_days,1
record 60,1
ryder cup,1
realdonaldtrump_vp,1
19 outbreaks,1
via_usatoday,1
says coronavirus,1
covid covid19,0
mark_beast,1
du covid19,0
washington_post,1
every_single,1
22 752,1
nhs_staff,1
risk covid,0
dying covid,0
nuevos_contagios,1
re_election,1
gop state,1
world news,1
cdc_guidelines,1
covid19 covid 19,0
presidente_brasil,1
muertes covid,0
08 2020,1
weeks_ago,1
know coronavirus,1
deaths per,1
response coronavirus,1
covid 19 coronavirus,0
dari covid19,0
000 coronavirus,1
cut funding,1
next_week,1
warn potential,1
covid19 vaccine,0
corona coronavirus,1
da positivo,1
aman_dari,1
himbauan_kepada,1
crisis coronavirus,1
climate_change,1
coronavirus covid19,0
30 000,1
america_latina,1
click_link,1
covid19 response,0
daily_thanks,1
seasonal_flu,1
top_story,1
health_ministry,1
daily_updates,1
nao_tem,1
19 recovery,1
population coronavirus,1
last month,1
people wear,1
die covid,0
likely_die,1
looking_forward,1
country world,1
covid 19,0
coronavirus cases,1
19 cases,1
19 pandemic,1
coronavirus pandemic,1
coronavirus covid19,0
new cases,1
covid19 coronavirus,0
positive covid,0
wear_mask,1
due covid,0
covid19 pandemic,0
casos covid,0
tested positive,1
nuevos casos,1
new coronavirus,1
covid19 cases,0
new covid,0
public_health,1
social_distancing,1
casos coronavirus,1
19 deaths,1
coronavirus deaths,1
coronavirus covid,0
new york,1
diosdado_cabello,1
via_youtube,1
positive coronavirus,1
19 crisis,1
united_states,1
donald_trump,1
due coronavirus,1
single_day,1
positivo covid,0
death_toll,1
july 2020,1
19 patients,1
19 vaccine,1
death_rate,1
tests positive,1
19 testing,1
24_horas,1
stay_home,1
wearing_mask,1
gon_na,1
due covid19,0
dio_positivo,1
coronavirus outbreak,1
wear_masks,1
pandemia covid,0
cases covid,0
test positive,1
amid covid,0
casos_confirmados,1
back_school,1
19 via,1
amid coronavirus,1
coronavirus vaccine,1
24_hours,1
bbc_news,1
da covid,0
confirmed cases,1
spread coronavirus,1
trump rally,1
19 outbreak,1
pandemi covid,0
casos positivos,1
news coronavirus,1
19 test,1
president trump,1
spread covid,0
impact covid,0
fauci_says,1
positive cases,1
america_latina,1
coronavirus crisis,1
19 di,1
novel coronavirus,1
many_people,1
pandemia coronavirus,1
live_updates,1
go_back,1
long_term,1
active cases,1
positivo coronavirus,1
new_normal,1
white_house,1
mental_health,1
wearing_masks,1
face_masks,1
gt_gt,1
coronavirus death,1
stay_safe,1
cases coronavirus,1
ultimas_24,1
new deaths,1
19 response,1
health care,1
sars_cov,1
year_old,1
09 07,1
inside_heart,1
corona virus,1
07 2020,1
nursing_homes,1
19 death,1
open_schools,1
coronavirus response,1
new covid19,0
herd_immunity,1
coronavirus live,1
spread covid19,0
fight covid,0
pandemia covid19,0
19 coronavirus,1
coronavirus via,1
coronavirus lockdown,1
india_mitega,1
mitega_india,1
brain_damage,1
task_force,1
coronavirus infections,1
casos nuevos,1
us coronavirus,1
dr_fauci,1
post covid,0
looks_like,1
world health,1
last_week,1
around_world,1
south_africa,1
second_wave,1
health_officials,1
every_day,1
make_sure,1
19 update,1
000 new,1
get covid,0
total cases,1
19 tests,1
19 virus,1
coronavirus update,1
covid19 crisis,0
face_mask,1
contact_tracing,1
scream_inside,1
contagios coronavirus,1
across_country,1
casos covid19,0
cases rise,1
join_us,1
cases deaths,1
contagios covid,0
summer_camp,1
cases reported,1
wash_hands,1
julio_2020,1
response covid,0
get coronavirus,1
cases surge,1
get tested,1
health official,1
people died,1
coronavirus updates,1
coronavirus surge,1
covid19 deaths,0
total_number,1
help_us,1
york_times,1
one_day,1
people_dying,1
last_24,1
positivo covid19,0
airborne_transmission,1
du coronavirus,1
trump coronavirus,1
da positivo,1
covid19 patients,0
would_like,1
coronavirus testing,1
positive covid19,0
19 infections,1
hong_kong,1
19 positive,1
19 em,1
pacientes covid,0
post covid19,0
health_department,1
cases covid19,0
schools_reopen,1
coronavirus corona,1
coronavirus covid 19,0
omar prieto,1
died covid,0
000 people,1
next_week,1
covid coronavirus,0
pandemic covid19,0
million people,1
good_news,1
19 impact,1
covid 19 coronavirus,0
fake_news,1
young_people,1
reopening_schools,1
fanb gnbconelpueblo,1
first_time,1
reopen_schools,1
schools_open,1
infected coronavirus,1
need_know,1
please_help,1
60 000,1
19 lockdown,1
look shutting,1
test_results,1
supreme_court,1
100_000,1
seriously look,1
19 case,1
per_day,1
coronavirus symptoms,1
kanye_west,1
trump covid,0
positivos covid,0
ministerio_salud,1
jair_bolsonaro,1
positif covid,0
ketahanan_pangan,1
wan_na,1
experts_say,1
opening_schools,1
social_media,1
10 000,1
department_health,1
fight coronavirus,1
says states,1
coronavirus india,1
rally likely,1
12 million,1
corona coronavirus,1
trump_administration,1
handling covid,0
coronavirus airborne,1
9jul fanb,1
stop_spread,1
saludyproteccionpopula gnboficial,1
high_risk,1
please_scream,1
daily cases,1
gnbconelpueblo saludyproteccionpopula,1
miles guo,1
number cases,1
take_care,1
back_work,1
19 relief,1
impact covid19,0
people get,1
coronavirus disease,1
crisis covid19,0
get_sick,1
look_like,1
sign_petition,1
coronavirus patients,1
fox_news,1
anthony_fauci,1
nursing_home,1
130_000,1
test covid,0
save_lives,1
coronavirus test,1
coronavirus relief,1
000 deaths,1
per million,1
du covid,0
new_zealand,1
fight covid19,0
bill_gates,1
increase covid,0
number covid,0
loved_ones,1
19 situation,1
small_businesses,1
kids_back,1
prime_minister,1
covid 19 coronavirus,0
new post,1
com covid,0
covid cases,0
makes_sense,1
19 amp,1
ee_uu,1
covid covid19,0
coronavirus spread,1
19 surge,1
getting tested,1
global_pandemic,1
in_person,1
cases today,1
covid19 lockdown,0
casos_activos,1
19 gran,1
people die,1
masa_pandemi,1
send_kids,1
coronavirus data,1
two_weeks,1
wear_face,1
get back,1
19 spread,1
covid19 corona,0
covid19 testing,0
di_masa,1
says coronavirus,1
testing positive,1
rusia presentara,1
proteccion pueblo,1
prevent_spread,1
000 covid,0
health_organization,1
nuevos_contagios,1
health minister,1
deaths reported,1
pueblo_venezolano,1
mortality_rate,1
covid19 covid,0
surge coronavirus,1
penanganan covid,0
go_away,1
covid19 amp,0
icu_beds,1
nuevo coronavirus,1
since_march,1
rishi_sunak,1
take_action,1
mil casos,1
19 recovery,1
jeanine_anez,1
highest_single,1
slow_spread,1
sistema patria,1
testing regime,1
covid19 positive,0
19 infection,1
qu_il,1
likely_contributed,1
covid19 sarscov2,0
lives_matter,1
common_cold,1
face_coverings,1
make sense,1
presidenta interina,1
gran capacidad,1
coronavirus argentina,1
care_workers,1
coronavirus infection,1
crisis coronavirus,1
cases confirmed,1
capacidad medica,1
million cases,1
american_people,1
economic_recovery,1
protokol_kesehatan,1
clinical_trials,1
tested covid,0
pandemic via,1
2020 07,1
medica cientifica,1
000 americans,1
tecnologica hospitalaria,1
fatality_rate,1
health_ministry,1
reported_today,1
top_story,1
cientifica tecnologica,1
corona covid19,0
global coronavirus,1
transmission coronavirus,1
19 related,1
million covid,0
health amp,1
spread virus,1
next_year,1
tni_polri,1
contamos sistema,1
patria proteccion,1
test coronavirus,1
likely linked,1
hospitalaria contamos,1
19 outbreaks,1
total deaths,1
cases per,1
venezolano pandemia,1
going_back,1
coronavirus covid 19,0
die covid,0
getting_worse,1
12 millones,1
social_distance,1
people like,1
us covid,0
response covid19,0
brain_disorders,1
community_transmission,1
common_sense,1
covid19 response,0
in_the,1
covid deaths,0
serious_brain,1
died coronavirus,1
got_ta,1
watch_live,1
johns_hopkins,1
confirmed covid,0
click_link,1
breaking_news,1
coronavirus aid,1
press_conference,1
coronavirus outbreaks,1
via_nytimes,1
high_school,1
